file	sentence-prefix	reason	decision-ref
skills/poteto-mode/SKILL.md	Every harness term below (`Task`, `subagent_type`, `readonly`, `run_in_background`, `/loop`, `/goal`, `AskQuestion`, cloud agents, todolist, `agent-transcripts/`) means what that file maps it to.	pstack-agents maps isolated cloud work to managed local worktrees; Pi scopes transcripts and run data to the active workspace session; Pi maps structured questions and todos to its questionnaire and todo tools; Pi maps background polling and wake behavior to monitored Shell tasks and its goal tools; Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:17-19; round3-decisions.tsv#MIGRATION; pi-runtime.md:45-52; pi-runtime.md:93-100; pi-runtime.md:23-24; pi-runtime.md:30-41; pi-runtime.md:5-7; pi-runtime.md:13-24
skills/poteto-mode/SKILL.md	Loading this skill authorizes the delegation its playbooks prescribe.	Pi sticky-mode, skill-loading, model-role, tool, and Eval mappings are documented and logged.	pi-runtime.md:9; pi-runtime.md:13; pi-runtime.md:31-36; pi-runtime.md:104-113; fixes-round2.tsv#U2; fixes-round2.tsv#U7; round3-decisions.tsv#Q15; round3-decisions.tsv#Q25
skills/poteto-mode/SKILL.md	*Sticky mode.** Once loaded, this mode stays on for the conversation until the user says "new task" (re-match a playbook) or opts out.	Pi sticky-mode, skill-loading, model-role, tool, and Eval mappings are documented and logged.	pi-runtime.md:9; pi-runtime.md:13; pi-runtime.md:31-36; pi-runtime.md:104-113; fixes-round2.tsv#U2; fixes-round2.tsv#U7; round3-decisions.tsv#Q15; round3-decisions.tsv#Q25
skills/poteto-mode/SKILL.md	Apply the reminder on every new task.	Pi sticky-mode, skill-loading, model-role, tool, and Eval mappings are documented and logged.	pi-runtime.md:9; pi-runtime.md:13; pi-runtime.md:31-36; pi-runtime.md:104-113; fixes-round2.tsv#U2; fixes-round2.tsv#U7; round3-decisions.tsv#Q15; round3-decisions.tsv#Q25
skills/poteto-mode/SKILL.md	Playbook match or rigor needed, apply poteto-mode.	Pi sticky-mode, skill-loading, model-role, tool, and Eval mappings are documented and logged.	pi-runtime.md:9; pi-runtime.md:13; pi-runtime.md:31-36; pi-runtime.md:104-113; fixes-round2.tsv#U2; fixes-round2.tsv#U7; round3-decisions.tsv#Q15; round3-decisions.tsv#Q25
skills/poteto-mode/SKILL.md	Casual turn or user opts out, don't.	Pi sticky-mode, skill-loading, model-role, tool, and Eval mappings are documented and logged.	pi-runtime.md:9; pi-runtime.md:13; pi-runtime.md:31-36; pi-runtime.md:104-113; fixes-round2.tsv#U2; fixes-round2.tsv#U7; round3-decisions.tsv#Q15; round3-decisions.tsv#Q25
skills/poteto-mode/SKILL.md	`/skill:setup-pstack` also writes that reminder into `AGENTS.md` in Pi's agent directory (`$PI_CODING_AGENT_DIR`, default `~/.pi/agent`), so it survives compaction and new sessions.	Pi sticky-mode, skill-loading, model-role, tool, and Eval mappings are documented and logged.	pi-runtime.md:9; pi-runtime.md:13; pi-runtime.md:31-36; pi-runtime.md:104-113; fixes-round2.tsv#U2; fixes-round2.tsv#U7; round3-decisions.tsv#Q15; round3-decisions.tsv#Q25
skills/poteto-mode/SKILL.md	The `pstack-mode` extension is Pi's form of Cursor's `mode: true` and `reminder:`.	Pi sticky-mode, skill-loading, model-role, tool, and Eval mappings are documented and logged.	pi-runtime.md:9; pi-runtime.md:13; pi-runtime.md:31-36; pi-runtime.md:104-113; fixes-round2.tsv#U2; fixes-round2.tsv#U7; round3-decisions.tsv#Q15; round3-decisions.tsv#Q25
skills/poteto-mode/SKILL.md	Once this skill loads, it re-sends the reminder every turn, shows `👑 poteto` in the footer, and turns off on `/poteto off` or "turn off poteto mode".	Pi sticky-mode, skill-loading, model-role, tool, and Eval mappings are documented and logged.	pi-runtime.md:9; pi-runtime.md:13; pi-runtime.md:31-36; pi-runtime.md:104-113; fixes-round2.tsv#U2; fixes-round2.tsv#U7; round3-decisions.tsv#Q15; round3-decisions.tsv#Q25
skills/poteto-mode/SKILL.md	Any PR-status request → the **Babysit** playbook (`playbooks/babysit.md`), and not any other babysit or CI-fixing skill whose description matches the same words	Pi sticky-mode, skill-loading, model-role, tool, and Eval mappings are documented and logged.	pi-runtime.md:9; pi-runtime.md:13; pi-runtime.md:31-36; pi-runtime.md:104-113; fixes-round2.tsv#U2; fixes-round2.tsv#U7; round3-decisions.tsv#Q15; round3-decisions.tsv#Q25
skills/poteto-mode/SKILL.md	On Pi, confirm the breakage first.	Pi sticky-mode, skill-loading, model-role, tool, and Eval mappings are documented and logged.	pi-runtime.md:9; pi-runtime.md:13; pi-runtime.md:31-36; pi-runtime.md:104-113; fixes-round2.tsv#U2; fixes-round2.tsv#U7; round3-decisions.tsv#Q15; round3-decisions.tsv#Q25
skills/poteto-mode/SKILL.md	A skill is broken only when its own text points at something that fails, so read the skill's text in the directory Pi loaded it from and list what it references	Pi sticky-mode, skill-loading, model-role, tool, and Eval mappings are documented and logged.	pi-runtime.md:9; pi-runtime.md:13; pi-runtime.md:31-36; pi-runtime.md:104-113; fixes-round2.tsv#U2; fixes-round2.tsv#U7; round3-decisions.tsv#Q15; round3-decisions.tsv#Q25
skills/poteto-mode/SKILL.md	If the skill never references the claimed file, the claim is false: change nothing and say so.	Pi sticky-mode, skill-loading, model-role, tool, and Eval mappings are documented and logged.	pi-runtime.md:9; pi-runtime.md:13; pi-runtime.md:31-36; pi-runtime.md:104-113; fixes-round2.tsv#U2; fixes-round2.tsv#U7; round3-decisions.tsv#Q15; round3-decisions.tsv#Q25
skills/poteto-mode/SKILL.md	Fix the installed copy there, which is what Pi loads, and show the diff in the reply.	Pi sticky-mode, skill-loading, model-role, tool, and Eval mappings are documented and logged.	pi-runtime.md:9; pi-runtime.md:13; pi-runtime.md:31-36; pi-runtime.md:104-113; fixes-round2.tsv#U2; fixes-round2.tsv#U7; round3-decisions.tsv#Q15; round3-decisions.tsv#Q25
skills/poteto-mode/SKILL.md	Open a PR only against a skills repo the operator named.	Pi sticky-mode, skill-loading, model-role, tool, and Eval mappings are documented and logged.	pi-runtime.md:9; pi-runtime.md:13; pi-runtime.md:31-36; pi-runtime.md:104-113; fixes-round2.tsv#U2; fixes-round2.tsv#U7; round3-decisions.tsv#Q15; round3-decisions.tsv#Q25
skills/poteto-mode/SKILL.md	Never search the home directory or other repos for a skill's source.	Pi sticky-mode, skill-loading, model-role, tool, and Eval mappings are documented and logged.	pi-runtime.md:9; pi-runtime.md:13; pi-runtime.md:31-36; pi-runtime.md:104-113; fixes-round2.tsv#U2; fixes-round2.tsv#U7; round3-decisions.tsv#Q15; round3-decisions.tsv#Q25
skills/poteto-mode/SKILL.md	Each leaf lives at `../principle-<slug>/SKILL.md` relative to this skill's directory.	Pi sticky-mode, skill-loading, model-role, tool, and Eval mappings are documented and logged.	pi-runtime.md:9; pi-runtime.md:13; pi-runtime.md:31-36; pi-runtime.md:104-113; fixes-round2.tsv#U2; fixes-round2.tsv#U7; round3-decisions.tsv#Q15; round3-decisions.tsv#Q25
skills/poteto-mode/SKILL.md	Pi hides the leaves from the skill list, so open them by that path.	Pi sticky-mode, skill-loading, model-role, tool, and Eval mappings are documented and logged.	pi-runtime.md:9; pi-runtime.md:13; pi-runtime.md:31-36; pi-runtime.md:104-113; fixes-round2.tsv#U2; fixes-round2.tsv#U7; round3-decisions.tsv#Q15; round3-decisions.tsv#Q25
skills/poteto-mode/SKILL.md	*Just do it.** Use any tool, including MCP tools when an adapter provides them and local CLIs such as `gh`.	Pi sticky-mode, skill-loading, model-role, tool, and Eval mappings are documented and logged.	pi-runtime.md:9; pi-runtime.md:13; pi-runtime.md:31-36; pi-runtime.md:104-113; fixes-round2.tsv#U2; fixes-round2.tsv#U7; round3-decisions.tsv#Q15; round3-decisions.tsv#Q25
skills/poteto-mode/SKILL.md	Do not park reversible work for the human or call `questionnaire`.	Pi maps structured questions and todos to its questionnaire and todo tools	pi-runtime.md:93-100
skills/poteto-mode/SKILL.md	*Defaults for every `Task` call.** Set `run_in_background: true` when work should continue independently.	Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:5-7; pi-runtime.md:13-24; round3-decisions.tsv#MIGRATION
skills/poteto-mode/SKILL.md	A Pi Task runs in the foreground by default.	Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:5-7; pi-runtime.md:13-24; round3-decisions.tsv#MIGRATION
skills/poteto-mode/SKILL.md	Use a writable agent unless the role is read-only (`pstack-reader`); `readonly: true` strips MCP.	Pi supplies MCP through installed adapters and documents local CLIs as the fallback; Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:69-77; pi-runtime.md:5-7; pi-runtime.md:13-24; round3-decisions.tsv#MIGRATION
skills/poteto-mode/SKILL.md	Pass file pointers instead of inlining large context, and set an explicit `model` per role through `/skill:setup-pstack`.	Pi model roles use the AGENTS.md pstack block and upstream model defaults map to Pi model ids; Pi invokes named skills through /skill:<name> and uses installed skill paths	pi-runtime.md:58-66; pi-runtime.md:81-85; fixes-round2.tsv#U3; round3-decisions.tsv#Q15; pi-runtime.md:63-66
skills/poteto-mode/SKILL.md	The defaults named in playbooks apply only when the pstack block has no line for that role.	Pi sticky-mode, skill-loading, model-role, tool, and Eval mappings are documented and logged.	pi-runtime.md:9; pi-runtime.md:13; pi-runtime.md:31-36; pi-runtime.md:104-113; fixes-round2.tsv#U2; fixes-round2.tsv#U7; round3-decisions.tsv#Q15; round3-decisions.tsv#Q25
skills/poteto-mode/SKILL.md	Map each Task to its role per `references/pi-runtime.md` ("Which model a spawn uses") before you set `model`.	Pi model roles use the AGENTS.md pstack block and upstream model defaults map to Pi model ids; Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:58-66; pi-runtime.md:81-85; fixes-round2.tsv#U3; round3-decisions.tsv#Q15; pi-runtime.md:5-7; pi-runtime.md:13-24; round3-decisions.tsv#MIGRATION
skills/poteto-mode/SKILL.md	On Pi, a `/skill:<name>` the user typed (other than `/skill:poteto-mode`) is itself the matched playbook.	Pi sticky-mode, skill-loading, model-role, tool, and Eval mappings are documented and logged.	pi-runtime.md:9; pi-runtime.md:13; pi-runtime.md:31-36; pi-runtime.md:104-113; fixes-round2.tsv#U2; fixes-round2.tsv#U7; round3-decisions.tsv#Q15; round3-decisions.tsv#Q25
skills/poteto-mode/SKILL.md	Seed the todo list with that skill's own steps and follow them under these principles and reply rules, without wrapping it in a second playbook.	Pi sticky-mode, skill-loading, model-role, tool, and Eval mappings are documented and logged.	pi-runtime.md:9; pi-runtime.md:13; pi-runtime.md:31-36; pi-runtime.md:104-113; fixes-round2.tsv#U2; fixes-round2.tsv#U7; round3-decisions.tsv#Q15; round3-decisions.tsv#Q25
skills/poteto-mode/SKILL.md	Whether a skill, prompt, or instruction change changes agent behavior is an Eval, not an Investigation.	Pi sticky-mode, skill-loading, model-role, tool, and Eval mappings are documented and logged.	pi-runtime.md:9; pi-runtime.md:13; pi-runtime.md:31-36; pi-runtime.md:104-113; fixes-round2.tsv#U2; fixes-round2.tsv#U7; round3-decisions.tsv#Q15; round3-decisions.tsv#Q25
skills/poteto-mode/SKILL.md	Answer it by running candidates, never by reading the skill.	Pi sticky-mode, skill-loading, model-role, tool, and Eval mappings are documented and logged.	pi-runtime.md:9; pi-runtime.md:13; pi-runtime.md:31-36; pi-runtime.md:104-113; fixes-round2.tsv#U2; fixes-round2.tsv#U7; round3-decisions.tsv#Q15; round3-decisions.tsv#Q25
skills/poteto-mode/playbooks/authoring-a-skill.md	Use the **create-skill** skill (`/skill:create-skill`), which follows Pi's skills documentation.	Named skills use Pi skill paths and non-executing discovery.	pi-runtime.md:104-113; decisions.tsv#5
skills/poteto-mode/playbooks/autonomous-run.md	Pick the wake mechanism using Cursor's `/loop` command, mapped on Pi to `Shell` and `output_notification` per `references/pi-runtime.md`.	Pi maps background polling and wake behavior to monitored Shell tasks and its goal tools	pi-runtime.md:23-24; pi-runtime.md:30-41; round3-decisions.tsv#MIGRATION
skills/poteto-mode/playbooks/autopilot-full.md	An operator-named item is one the operator reserves for themselves, such as "I'll merge #12 myself" or "leave the auth PR to me".	Local worktree owners, Pi schedules, and verdict/merge handling are logged Pi workflow mappings.	pi-runtime.md:59-67; pi-runtime.md:82-89; fixes-round2.tsv#U10; round3-decisions.tsv#F5; round3-decisions.tsv#Q28
skills/poteto-mode/playbooks/autopilot-full.md	The work the operator hands the autopilot, including every item in the request that starts it, is the queue, and its owners merge on a clean verdict.	Local worktree owners, Pi schedules, and verdict/merge handling are logged Pi workflow mappings.	pi-runtime.md:59-67; pi-runtime.md:82-89; fixes-round2.tsv#U10; round3-decisions.tsv#F5; round3-decisions.tsv#Q28
skills/poteto-mode/playbooks/autopilot-full.md	Launch independent owners with parallel Task calls in one message.	Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:5-7; pi-runtime.md:13-24; round3-decisions.tsv#MIGRATION
skills/poteto-mode/playbooks/autopilot-full.md	Set `description`, `prompt`, `subagent_type: "poteto-agent"`, `run_in_background: true`, `environment: "cloud"`, and `cloud_base_branch: "origin/main"` after `git fetch origin main`.	pstack-agents maps isolated cloud work to managed local worktrees; Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:17-19; round3-decisions.tsv#MIGRATION; pi-runtime.md:5-7; pi-runtime.md:13-24
skills/poteto-mode/playbooks/autopilot-full.md	Cloud Tasks need a clean source checkout and get a managed local worktree.	pstack-agents maps isolated cloud work to managed local worktrees; Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:17-19; round3-decisions.tsv#MIGRATION; pi-runtime.md:5-7; pi-runtime.md:13-24
skills/poteto-mode/playbooks/autopilot-full.md	The root spawns the owners right after the go.	Local worktree owners, Pi schedules, and verdict/merge handling are logged Pi workflow mappings.	pi-runtime.md:59-67; pi-runtime.md:82-89; fixes-round2.tsv#U10; round3-decisions.tsv#F5; round3-decisions.tsv#Q28
skills/poteto-mode/playbooks/autopilot-full.md	Design work (the **how** and **architect** skills) happens inside each owner's build, never in the root before spawning, and comes after the owner's first push 	Local worktree owners, Pi schedules, and verdict/merge handling are logged Pi workflow mappings.	pi-runtime.md:59-67; pi-runtime.md:82-89; fixes-round2.tsv#U10; round3-decisions.tsv#F5; round3-decisions.tsv#Q28
skills/poteto-mode/playbooks/autopilot-full.md	The owner may finish before the verdict lands, so deliver the verdict yourself in the same turn.	Pi-specific workflow clarification is carried from the logged pstack migration	pi-runtime.md:5-7; round3-decisions.tsv#MIGRATION
skills/poteto-mode/playbooks/autopilot-full.md	Probe its `agent_id` with `SubagentAwait({agent_id: <agent_id>, timeout_ms: 0})`, then resume it with `Task({description: "Merge the verified PR", prompt: "<verdict, pinned SHA, patch-id, merge now>", subagent_type: "poteto-agent", resume: <agent_id>, run_in_background: true})`.	Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:5-7; pi-runtime.md:13-24; round3-decisions.tsv#MIGRATION
skills/poteto-mode/playbooks/autopilot-full.md	If there is no usable owner id, launch a fresh merge owner with the same Task fields and brief.	Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:5-7; pi-runtime.md:13-24; round3-decisions.tsv#MIGRATION
skills/poteto-mode/playbooks/autopilot-full.md	A clean verdict with no merge is not done.	Local worktree owners, Pi schedules, and verdict/merge handling are logged Pi workflow mappings.	pi-runtime.md:59-67; pi-runtime.md:82-89; fixes-round2.tsv#U10; round3-decisions.tsv#F5; round3-decisions.tsv#Q28
skills/poteto-mode/playbooks/autopilot-full.md	Do not mark the goal `COMPLETE` or stop the audit Shell loop while a queue item with a clean verdict is unmerged.	Pi maps background polling and wake behavior to monitored Shell tasks and its goal tools	pi-runtime.md:23-24; pi-runtime.md:30-41; round3-decisions.tsv#MIGRATION
skills/poteto-mode/playbooks/autopilot-full.md	A local root arms each tick as a real terminal `/loop`, implemented in Pi as a monitored background `Shell` loop that sleeps 1800 seconds (30 minutes) and emits a unique output-notification sentinel.	Pi maps background polling and wake behavior to monitored Shell tasks and its goal tools	pi-runtime.md:23-24; pi-runtime.md:30-41; round3-decisions.tsv#MIGRATION
skills/poteto-mode/playbooks/autopilot-full.md	Set `output_notification` to match it, per `references/pi-runtime.md`.	Pi maps background polling and wake behavior to monitored Shell tasks and its goal tools	pi-runtime.md:23-24; pi-runtime.md:30-41; round3-decisions.tsv#MIGRATION
skills/poteto-mode/playbooks/autopilot-full.md	Stop the loop when the queue is done.	Pi maps background polling and wake behavior to monitored Shell tasks and its goal tools	pi-runtime.md:23-24; pi-runtime.md:30-41; round3-decisions.tsv#MIGRATION
skills/poteto-mode/playbooks/autopilot-full.md	In Pi, use `SubagentAwait({agent_id, timeout_ms: 0})` and collect the decision trails.	Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:5-7; pi-runtime.md:13-24; round3-decisions.tsv#MIGRATION
skills/poteto-mode/playbooks/autopilot-full.md	Each tick also runs the lane stuck test over the program's agent list, which in this Pi flow is each owner's `children.tsv`, using `SubagentAwait` status probes.	Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:5-7; pi-runtime.md:13-24; round3-decisions.tsv#MIGRATION
skills/poteto-mode/playbooks/autopilot-full.md	Stop a stuck Task with `Task({resume: <agent_id>, interrupt: true})`.	Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:5-7; pi-runtime.md:13-24; round3-decisions.tsv#MIGRATION
skills/poteto-mode/playbooks/autopilot-full.md	When the queue is complete and the predicate is proven, call `UpdateGoal({status: "COMPLETE"})` and stop the audit Shell loop.	Pi maps background polling and wake behavior to monitored Shell tasks and its goal tools	pi-runtime.md:23-24; pi-runtime.md:30-41; round3-decisions.tsv#MIGRATION
skills/poteto-mode/playbooks/autopilot-stack.md	Each queue item is its own PR with its own owner.	R4 case f combined two queue items in one PR; assign each item a distinct owner and let the root chain them.	round3-decisions.tsv#R4-Q41
skills/poteto-mode/playbooks/autopilot-stack.md	Never combine queue items into one PR; the root chains the PRs in step 6.	R4 case f combined two queue items in one PR; assign each item a distinct owner and let the root chain them.	round3-decisions.tsv#R4-Q41
skills/poteto-mode/playbooks/autopilot-stack.md	One Cursor cloud agent per PR maps to one background `Task` with `description`, `prompt`, `subagent_type: "poteto-agent"`, `run_in_background: true`, `environment: "cloud"`, and `cloud_base_branch: "origin/main"`; each owns its change end to end in a managed local worktree after `git fetch origin main`.	pstack-agents maps isolated cloud work to managed local worktrees; Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:17-19; round3-decisions.tsv#MIGRATION; pi-runtime.md:5-7; pi-runtime.md:13-24
skills/poteto-mode/playbooks/autopilot-stack.md	Cloud Tasks need a clean source checkout.	Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:5-7; pi-runtime.md:13-24; round3-decisions.tsv#MIGRATION
skills/poteto-mode/playbooks/autopilot-stack.md	Launch independent owners with parallel Task calls in one message.	Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:5-7; pi-runtime.md:13-24; round3-decisions.tsv#MIGRATION
skills/poteto-mode/playbooks/autopilot-stack.md	Each owns build, first push, a ready PR opened before self-proof, self-proof (gates, CI, receipts), skeptical Bugbot triage per `references/bugbot-triage.md`, a slop-strip (the **deslop** skill (`/skill:deslop`)), `/skill:no-comments` (the **no-comments** skill), and babysit to green per `playbooks/babysit.md`.	Pi invokes named skills through /skill:<name> and uses installed skill paths	pi-runtime.md:63-66
skills/poteto-mode/playbooks/autopilot-stack.md	The root spawns the owners right after the go.	Local worktree owners and Pi schedules replace cloud owner/wake primitives; owners-first is the logged clarification.	pi-runtime.md:59-67; pi-runtime.md:82-89; round3-decisions.tsv#F5; round3-decisions.tsv#Q28
skills/poteto-mode/playbooks/autopilot-stack.md	Design work (the **how** and **architect** skills) happens inside each owner's build, never in the root before spawning, and comes after the owner's first push 	Local worktree owners and Pi schedules replace cloud owner/wake primitives; owners-first is the logged clarification.	pi-runtime.md:59-67; pi-runtime.md:82-89; round3-decisions.tsv#F5; round3-decisions.tsv#Q28
skills/poteto-mode/playbooks/autopilot-stack.md	A local root arms each tick as a real terminal `/loop`, implemented in Pi as a monitored background `Shell` loop that sleeps 1800 seconds (30 minutes) and emits a unique output-notification sentinel.	Pi maps background polling and wake behavior to monitored Shell tasks and its goal tools	pi-runtime.md:23-24; pi-runtime.md:30-41; round3-decisions.tsv#MIGRATION
skills/poteto-mode/playbooks/autopilot-stack.md	Set `output_notification` to match it, per `references/pi-runtime.md`.	Pi maps background polling and wake behavior to monitored Shell tasks and its goal tools	pi-runtime.md:23-24; pi-runtime.md:30-41; round3-decisions.tsv#MIGRATION
skills/poteto-mode/playbooks/autopilot-stack.md	Stop the loop when the queue is done.	Pi maps background polling and wake behavior to monitored Shell tasks and its goal tools	pi-runtime.md:23-24; pi-runtime.md:30-41; round3-decisions.tsv#MIGRATION
skills/poteto-mode/playbooks/autopilot-stack.md	In Pi, use `SubagentAwait({agent_id, timeout_ms: 0})`.	Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:5-7; pi-runtime.md:13-24; round3-decisions.tsv#MIGRATION
skills/poteto-mode/playbooks/autopilot-stack.md	Interrupt every owner Task at once with `Task({resume: <agent_id>, interrupt: true})`.	Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:5-7; pi-runtime.md:13-24; round3-decisions.tsv#MIGRATION
skills/poteto-mode/playbooks/autopilot-stack.md	Owners hold their briefs until the operator releases them.	Pi-specific workflow clarification is carried from the logged pstack migration	pi-runtime.md:5-7; round3-decisions.tsv#MIGRATION
skills/poteto-mode/playbooks/autopilot-stack.md	When the chain is complete and ready for operator review, call `UpdateGoal({status: "COMPLETE"})`.	Pi maps background polling and wake behavior to monitored Shell tasks and its goal tools	pi-runtime.md:23-24; pi-runtime.md:30-41; round3-decisions.tsv#MIGRATION
skills/poteto-mode/playbooks/babysit.md	The small-PR rule refines only the undeclared default.	The watch-pr command and pstack-shell watcher are the logged Pi babysitting path.	pi-runtime.md:82-89; decisions.tsv#4; fixes-round2.tsv#U11
skills/poteto-mode/playbooks/babysit.md	A request phrase above ("get it green", "babysit this", "merge-ready") declares its mode whatever the PR's size.	The watch-pr command and pstack-shell watcher are the logged Pi babysitting path.	pi-runtime.md:82-89; decisions.tsv#4; fixes-round2.tsv#U11
skills/poteto-mode/playbooks/babysit.md	Run it directly, from the repo checkout, as `scripts/watch-pr/watch-pr --pr <n> [--stack | --queued-stack --stack-prs <n,...>] [--status-only] [--pretty]`.	The watch-pr command and pstack-shell watcher are the logged Pi babysitting path.	pi-runtime.md:82-89; decisions.tsv#4; fixes-round2.tsv#U11
skills/poteto-mode/playbooks/babysit.md	It infers owner and repo from the checkout (`--owner`/`--repo` override), `--interval` defaults to 60s, and `--help` lists the rest.	The watch-pr command and pstack-shell watcher are the logged Pi babysitting path.	pi-runtime.md:82-89; decisions.tsv#4; fixes-round2.tsv#U11
skills/poteto-mode/playbooks/babysit.md	Do not read its source.	The watch-pr command and pstack-shell watcher are the logged Pi babysitting path.	pi-runtime.md:82-89; decisions.tsv#4; fixes-round2.tsv#U11
skills/poteto-mode/playbooks/babysit.md	On Pi, use one background `Shell` watcher that runs `watch-pr` by absolute path and prints a unique sentinel at its terminal verdict.	Pi maps background polling and wake behavior to monitored Shell tasks and its goal tools	pi-runtime.md:23-24; pi-runtime.md:30-41; round3-decisions.tsv#MIGRATION
skills/poteto-mode/playbooks/babysit.md	Set `output_notification` to match that sentinel.	Pi maps background polling and wake behavior to monitored Shell tasks and its goal tools	pi-runtime.md:23-24; pi-runtime.md:30-41; round3-decisions.tsv#MIGRATION
skills/poteto-mode/playbooks/babysit.md	Start one long one-shot background `Shell` heartbeat as fallback in case the watcher dies, per `references/pi-runtime.md`.	Pi maps background polling and wake behavior to monitored Shell tasks and its goal tools	pi-runtime.md:23-24; pi-runtime.md:30-41; round3-decisions.tsv#MIGRATION
skills/poteto-mode/playbooks/bug-fix.md	On Pi, use a background `Shell` watcher or interval loop with `output_notification`, per `references/pi-runtime.md`.	Pi maps background polling and wake behavior to monitored Shell tasks and its goal tools	pi-runtime.md:23-24; pi-runtime.md:30-41; round3-decisions.tsv#MIGRATION
skills/poteto-mode/playbooks/eval.md	Subagent sessions nest under `<$PI_SESSION_FILE without .jsonl>/<run id>/`, per `references/pi-runtime.md`.	Pi child transcripts are stored beneath the active session path; behavior changes are Eval.	pi-runtime.md:95-98; fixes-round2.tsv#U7
skills/poteto-mode/playbooks/multi-phase-plan.md	Explore in subagents with parallel `Task` calls in one message.	Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:5-7; pi-runtime.md:13-24; round3-decisions.tsv#MIGRATION
skills/poteto-mode/playbooks/multi-phase-plan.md	[ ] On the operator's go, arm a `/goal` with this exact text: "<The plan path, the PR ids in order, the verification rule, who merges, and the done condition.>" Create it in Pi with `CreateGoal({objective: "<same text>"})` exactly once.	Pi maps background polling and wake behavior to monitored Shell tasks and its goal tools	pi-runtime.md:23-24; pi-runtime.md:30-41; round3-decisions.tsv#MIGRATION
skills/poteto-mode/playbooks/multi-phase-plan.md	[ ] Read these from trunk at program start. Re-read them at every tick. In Pi, use the installed paths if the checkout has no pstack source tree.	Pi-specific workflow clarification is carried from the logged pstack migration	pi-runtime.md:5-7; round3-decisions.tsv#MIGRATION
skills/poteto-mode/playbooks/multi-phase-plan.md	[ ] `git show origin/main:<this plan's path in the repo>`, or the plan path above when it lives outside the repo	Pi worktree, schedule, and out-of-repository plan-path adaptations are explicitly documented.	pi-runtime.md:59-65; pi-runtime.md:82-89; round3-decisions.tsv#Q15
skills/poteto-mode/playbooks/multi-phase-plan.md	[ ] Arm the 30-minute audit tick. In a local session, a real terminal `/loop` maps to a background Pi `Shell` loop with an `output_notification` sentinel. Use `Shell({command: "while true; do sleep 1800; echo 'AGENT_LOOP_TICK_audit'; done", is_background: true, output_notification: "^AGENT_LOOP_TICK_audit"})`, per `references/pi-runtime.md`. Never leave the cadence to memory.	Pi maps background polling and wake behavior to monitored Shell tasks and its goal tools	pi-runtime.md:23-24; pi-runtime.md:30-41; round3-decisions.tsv#MIGRATION
skills/poteto-mode/playbooks/multi-phase-plan.md	[ ] On the operator's hold or stand-down, send every owner a zero-writes order at once by interrupting its Task with `Task({resume: <agent_id>, interrupt: true})`. Owners hold their briefs until the operator releases them.	Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:5-7; pi-runtime.md:13-24; round3-decisions.tsv#MIGRATION
skills/poteto-mode/playbooks/multi-phase-plan.md	[ ] Use one `Task` per owner with `description`, `prompt`, `subagent_type: "poteto-agent"`, `run_in_background: true`, `environment: "cloud"`, and `cloud_base_branch` set to the fetched PR base.	pstack-agents maps isolated cloud work to managed local worktrees; Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:17-19; round3-decisions.tsv#MIGRATION; pi-runtime.md:5-7; pi-runtime.md:13-24
skills/poteto-mode/playbooks/multi-phase-plan.md	Each live lane runs at the PR head in its own managed local worktree, the Pi equivalent of a cloud VM. Launch a background `Task` with `environment: "cloud"` and `cloud_base_branch: "origin/<pr-branch>"` after `git fetch origin <pr-branch>`. Use `cloud_base_branch: "origin/main"` for the trunk lane. Give each lane its own dev-server port and temp profile directory. Drive through `control-ui` or `control-cli`.	pstack-agents maps isolated cloud work to managed local worktrees; Pi supplies MCP through installed adapters and documents local CLIs as the fallback; Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:17-19; round3-decisions.tsv#MIGRATION; pi-runtime.md:69-77; pi-runtime.md:5-7; pi-runtime.md:13-24
